nome,cpf,idade,data,endereco,bairro,estado
Sra. Ana Clara Teixeira,760.***.***-59,49,50.0,"feira de da conceição, 796",mangabeiras,Desconhecido
Natália Monteiro,481.***.***-60,81,82.0,morro de ramos,conjunto taquaril,Desconhecido
Eduarda Duarte,893.***.***-30,20,22.0,"quadra lopes, 69",vila da paz,Desconhecido
Larissa Carvalho,632.***.***-37,91,92.0,"jardim de carvalho, 5",santo andré,Desconhecido
Lara Moraes,549.***.***-09,18,20.0,"vereda araújo, 18",garças,Desconhecido
Sophie Da Rosa,254.***.***-50,97,99.0,"pátio fernandes, 59",vila ouro minas,Desconhecido
Olivia Martins,391.***.***-39,82,84.0,"jardim vinicius caldeira, 28",jonas veiga,Desconhecido
Thomas Barros,105.***.***-12,72,73.0,"passarela de araújo, 123",andiroba,Desconhecido
Davi Luiz Azevedo,478.***.***-31,59,60.0,"rodovia eduarda ramos, 87",engenho nogueira,Desconhecido
Danilo Santos,297.***.***-55,97,99.0,"viela ana júlia fernandes, 25",pirineus,Desconhecido
Sr. Enzo Porto,496.***.***-67,98,100.0,"vereda cauê barbosa, 141",conjunto providencia,Desconhecido
Bianca Alves,304.***.***-57,67,68.0,"campo rodrigues, 351",brasil industrial,Desconhecido
Alexia Das Neves,267.***.***-00,85,87.0,"residencial de sales, 5",vila cloris,Desconhecido
Esther Campos,523.***.***-53,58,59.0,"área de castro, 108",nova vista,Desconhecido
Ana Júlia Freitas,584.***.***-17,58,59.0,"estrada fernanda jesus, 2",santa margarida,Desconhecido
Maria Vitória Da Mata,826.***.***-76,57,58.0,"lagoa pietro da cruz, 524",vila santa monica 2ª seção,Desconhecido
Ryan Da Mata,172.***.***-80,20,22.0,"rodovia de porto, 90",marieta 2ª seção,Desconhecido
Emilly Ribeiro,584.***.***-05,22,23.0,"parque de gomes, 71",mala e cuia,Desconhecido
Bernardo Pinto,217.***.***-12,94,96.0,"esplanada de moura, 30",vila petropolis,Desconhecido
Nicole Peixoto,829.***.***-89,67,69.0,distrito moraes,indaiá,Desconhecido
Isaac Da Conceição,867.***.***-85,75,77.0,"lago da luz, 59",suzana,Desconhecido
Davi Lucca Santos,571.***.***-73,62,62.0,"favela beatriz da costa, 77",antonio ribeiro de abreu 1ª seção,Desconhecido
Paulo Lopes,186.***.***-11,67,69.0,"passarela davi lucca lopes, 37",ernesto nascimento,Desconhecido
Sophie Vieira,938.***.***-83,36,38.0,"vereda de da mota, 564",jaqueline,Desconhecido
Rodrigo Da Cruz,648.***.***-11,51,52.0,"favela costa, 372",serra,Desconhecido
Sr. Samuel Barbosa,903.***.***-23,30,32.0,"distrito jesus, 34",vila rica,Desconhecido
Dr. Cauê Ramos,109.***.***-34,70,71.0,"viela de castro, 27",álvaro camargos,Desconhecido
Bruno Jesus,354.***.***-42,27,28.0,"campo moreira, 48",tirol,Desconhecido
Lívia Correia,843.***.***-65,52,53.0,"favela de da rocha, 6",carlos prates,Desconhecido
Enrico Da Rocha,241.***.***-05,26,28.0,condomínio maria julia cavalcanti,vila são dimas,Desconhecido
Rafaela Aragão,269.***.***-22,73,75.0,chácara maria fernanda castro,marajó,Desconhecido
Dr. Marcos Vinicius Farias,475.***.***-80,88,89.0,ladeira castro,jardim são josé,Desconhecido
Larissa Lopes,015.***.***-12,78,78.0,"largo cavalcanti, 96",floramar,Desconhecido
Isadora Carvalho,917.***.***-13,99,,"pátio de da paz, 57",são joão,Desconhecido
Sr. Vitor Da Rocha,234.***.***-51,77,78.0,"recanto de novaes, 32",serra do curral,Desconhecido
Isadora Pereira,501.***.***-06,92,93.0,"jardim stella da costa, 91",pompéia,Desconhecido
Dr. Bernardo Da Cunha,147.***.***-79,50,51.0,"residencial marina azevedo, 89",lagoinha leblon,Desconhecido
Gabrielly Mendes,954.***.***-50,46,48.0,"praça joão rezende, 30",céu azul,Desconhecido
Sr. Bruno Da Mata,473.***.***-99,94,95.0,"chácara alice ferreira, 678",vila calafate,Desconhecido
Breno Rocha,237.***.***-52,59,61.0,estação de rodrigues,tres marias,Desconhecido
Luigi Ferreira,148.***.***-19,69,71.0,trevo vieira,nossa senhora aparecida,Desconhecido
Davi Lucca Da Cruz,862.***.***-78,71,73.0,"sítio de novaes, 75",vila são dimas,Desconhecido
Henrique Almeida,824.***.***-31,59,60.0,"área da costa, 29",dona clara,Desconhecido
Dr. Vitor Hugo Caldeira,943.***.***-42,36,36.0,"feira da costa, 17",vila dos anjos,Desconhecido
Alexia Souza,348.***.***-48,70,72.0,"lagoa alves, 97",buritis,Desconhecido
Luiza Azevedo,683.***.***-92,73,75.0,"recanto elisa da mota, 8",alípio de melo,Desconhecido
Dr. Kaique Da Mota,143.***.***-60,91,93.0,"setor vinicius moraes, 475",nossa senhora aparecida,Desconhecido
Laura Lima,051.***.***-41,82,84.0,"área oliveira, 91",são paulo,Desconhecido
Raul Rodrigues,039.***.***-05,55,56.0,"aeroporto da rocha, 499",estrela,Desconhecido
Joaquim Melo,305.***.***-21,91,92.0,"ladeira ribeiro, 6",vila santo antônio,Desconhecido
Benjamin Cardoso,054.***.***-44,80,82.0,"trevo da cunha, 2",são bento,Desconhecido
João Miguel Lopes,741.***.***-26,33,35.0,"via de nunes, 63",olaria,Desconhecido
Letícia Da Mota,587.***.***-02,24,24.0,"travessa de lopes, 205",mariano de abreu,Desconhecido
Levi Da Rocha,840.***.***-92,40,42.0,"via brenda cunha, 49",vila da ária,Desconhecido
Lorena Caldeira,625.***.***-60,53,54.0,"praça ana luiza fernandes, 5",conjunto jatoba,Desconhecido
Cauê Nogueira,473.***.***-64,96,97.0,recanto melo,conjunto providencia,Desconhecido
Sra. Yasmin Ferreira,805.***.***-68,85,86.0,"lago de da cunha, 6",custodinha,Desconhecido
Nicole Almeida,529.***.***-79,90,91.0,chácara joão gabriel nogueira,goiania,Desconhecido
Fernando Pereira,560.***.***-59,47,48.0,"trecho de rodrigues, 659",alto das antenas,Desconhecido
Breno Pereira,916.***.***-91,28,30.0,"residencial gabriela azevedo, 35",vila rica,Desconhecido
Clara Dias,190.***.***-50,38,40.0,"conjunto da conceição, 39",outro,Desconhecido
Dra. Milena Vieira,237.***.***-87,69,71.0,"campo camila das neves, 14",granja de freitas,Desconhecido
Vitor Gabriel Porto,394.***.***-43,86,88.0,"residencial luiza correia, 598",savassi,Desconhecido
Sr. Erick Da Rosa,971.***.***-84,25,27.0,núcleo de caldeira,vila são joão batista,Desconhecido
Marcos Vinicius Da Cunha,709.***.***-04,32,33.0,"lagoa de rodrigues, 23",vila nova,Desconhecido
Sra. Nina Pires,651.***.***-26,44,45.0,"viela eloah cunha, 42",vila suzana primeira seção,Desconhecido
Felipe Ribeiro,259.***.***-60,77,78.0,"núcleo maria julia cunha, 21",vila santa rosa,Desconhecido
Maria Julia Porto,864.***.***-07,35,36.0,alameda nascimento,vila suzana primeira seção,Desconhecido
Pedro Cardoso,125.***.***-50,35,36.0,"travessa de da rosa, 86",itaipu,Desconhecido
Rebeca Da Paz,047.***.***-66,57,59.0,"sítio de costa, 5",pantanal,Desconhecido
Enrico Gonçalves,637.***.***-46,84,84.0,campo bernardo barros,conjunto são francisco de assis,Desconhecido
Murilo Campos,031.***.***-22,97,99.0,recanto silva,joão paulo ii,Desconhecido
Olivia Porto,608.***.***-65,38,39.0,"conjunto almeida, 3",bela vitoria,Desconhecido
Mirella Da Conceição,854.***.***-05,39,40.0,"pátio joão lucas cardoso, 77",maria tereza,Desconhecido
Stephany Cardoso,453.***.***-46,89,91.0,"praia luiz gustavo da luz, 83",são joão batista,Desconhecido
Sr. Enrico Melo,829.***.***-89,99,,"esplanada farias, 252",caetano furquim,Desconhecido
Dr. Gabriel Souza,432.***.***-52,23,24.0,"rodovia de costela, 116",são geraldo,Desconhecido
Davi Jesus,914.***.***-70,51,52.0,"quadra vieira, 230",cdi jatoba,Desconhecido
Guilherme Freitas,517.***.***-07,43,45.0,"trecho de caldeira, 369",santa sofia,Desconhecido
Theo Costa,705.***.***-49,81,83.0,"largo joão santos, 10",vila batik,Desconhecido
Dr. Gustavo Henrique Das Neves,430.***.***-00,98,99.0,"setor juliana fogaça, 605",piraja,Desconhecido
Maria Luiza Gomes,821.***.***-53,79,81.0,"área ana vitória martins, 56",xodo-marize,Desconhecido
Davi Lucas Peixoto,610.***.***-07,36,38.0,"área thomas moraes, 58",canaa,Desconhecido
Bruna Almeida,610.***.***-57,72,72.0,"chácara mendes, 64",varzea da palma,Desconhecido
Juliana Ramos,846.***.***-05,20,22.0,"vale de duarte, 5",horto florestal,Desconhecido
Sarah Nascimento,560.***.***-99,77,78.0,"alameda das neves, 1",planalto,Desconhecido
Brenda Da Luz,037.***.***-22,74,75.0,"viela danilo farias, 54",lagoa,Desconhecido
Heloísa Da Costa,648.***.***-19,80,82.0,"favela correia, 6",vila dos anjos,Desconhecido
Emanuella Araújo,758.***.***-82,64,64.0,rodovia maria julia peixoto,jardim guanabara,Desconhecido
Vitor Viana,036.***.***-34,65,67.0,"trecho de oliveira, 41",urca,Desconhecido
Yago Lopes,720.***.***-59,75,77.0,"lagoa danilo fogaça, 756",nova gameleira,Desconhecido
Lívia Souza,308.***.***-50,35,37.0,"colônia de correia, 93",laranjeiras,Desconhecido
Gabriela Cavalcanti,359.***.***-41,56,58.0,"setor oliveira, 4",são josé,Desconhecido
Enzo Nogueira,309.***.***-00,82,82.0,morro de ferreira,vila são joão batista,Desconhecido
Dr. Ian Barbosa,412.***.***-03,90,92.0,"alameda eduardo barros, 60",gameleira,Desconhecido
Gabriela Rocha,348.***.***-35,34,36.0,"área joaquim nogueira, 98",pedreira padro lopes,Desconhecido
Maria Julia Martins,576.***.***-12,81,83.0,"loteamento de nunes, 83",jatobá,Desconhecido
Dra. Marina Santos,950.***.***-02,57,59.0,"viela alana souza, 456",união,Desconhecido
Heloísa Teixeira,635.***.***-07,87,88.0,"viela de da cruz, 61",bonsucesso,Desconhecido
Paulo Farias,593.***.***-15,72,74.0,"esplanada thomas pires, 33",providencia,Desconhecido
Gabrielly Cardoso,127.***.***-43,95,96.0,estrada da cruz,aparecida,Desconhecido
Davi Aragão,598.***.***-20,35,36.0,"residencial de cardoso, 66",vila santo antônio,Desconhecido
Yago Peixoto,380.***.***-05,95,96.0,"condomínio de nunes, 436",vila betânia,Desconhecido
Erick Da Conceição,983.***.***-83,60,61.0,"morro nunes, 657",ipe,Desconhecido
Isis Araújo,216.***.***-13,69,71.0,"praia de campos, 82",vila oeste,Desconhecido
Dr. Nicolas Rezende,460.***.***-49,41,43.0,"esplanada marcela castro, 36",flavio de oliveira,Desconhecido
Sr. Samuel Nascimento,914.***.***-24,65,67.0,setor luana ramos,nova pampulha,Desconhecido
Sra. Maria Fernanda Barbosa,718.***.***-03,89,91.0,"esplanada pedro nascimento, 71",vila são paulo,Desconhecido
Luiz Felipe Farias,069.***.***-74,80,81.0,"favela kaique fogaça, 19",castelo,Desconhecido
Sr. Calebe Silva,402.***.***-49,61,62.0,rodovia de castro,santa branca,Desconhecido
Emanuella Gonçalves,107.***.***-02,69,71.0,Endereco invalido,Desconhecido,Desconhecido
Augusto Oliveira,246.***.***-17,32,32.0,"colônia costa, 81",vera cruz,Desconhecido
Pedro Azevedo,953.***.***-65,68,69.0,"vale vieira, 49",comiteco,Desconhecido
Sra. Maria Luiza Fogaça,650.***.***-06,67,69.0,"recanto de moreira, 426",santo agostinho,Desconhecido
Eduarda Oliveira,365.***.***-83,58,59.0,"sítio clarice sales, 99",silveira,Desconhecido
Paulo Ramos,490.***.***-43,21,23.0,sítio azevedo,vila mantiqueira,Desconhecido
Beatriz Pires,275.***.***-21,34,35.0,recanto de castro,centro,Desconhecido
Fernando Azevedo,790.***.***-99,28,30.0,"estação rafael nunes, 90",jardim são josé,Desconhecido
Eloah Silva,037.***.***-61,89,89.0,"viela da rocha, 160",barão homem de melo 2ª seção,Desconhecido
Caio Araújo,407.***.***-14,34,36.0,"morro ribeiro, 11",casa branca,Desconhecido
Sra. Valentina Sales,269.***.***-31,84,86.0,"sítio ramos, 73",cachoeirinha,Desconhecido
Melissa Cunha,719.***.***-73,25,26.0,"ladeira luiza pinto, 9",conjunto minas caixa,Desconhecido
Laís Da Paz,139.***.***-33,97,98.0,"lagoa cavalcanti, 12",vila ecológica,Desconhecido
Heitor Silveira,183.***.***-89,89,90.0,avenida azevedo,santa maria,Desconhecido
Fernanda Moraes,064.***.***-44,45,46.0,"avenida rocha, 13",alta tensão 2ª seção,Desconhecido
Alana Souza,801.***.***-42,50,52.0,"praia moreira, 1",cardoso,Desconhecido
Srta. Caroline Da Rosa,192.***.***-98,51,52.0,"passarela rocha, 96",buraco quente,Desconhecido
Stephany Vieira,682.***.***-22,46,47.0,"travessa guilherme carvalho, 7",jonas veiga,Desconhecido
Enzo Barros,794.***.***-16,67,68.0,"estação fernandes, 85",nova floresta,Desconhecido
Caroline Peixoto,036.***.***-30,66,68.0,"loteamento thales pires, 51",vila união,Desconhecido
Maria Vitória Novaes,804.***.***-58,39,41.0,"via vieira, 26",ouro preto,Desconhecido
Bruna Moura,240.***.***-06,94,95.0,"quadra amanda martins, 4",universo,Desconhecido
Maitê Peixoto,501.***.***-58,61,63.0,"distrito caldeira, 95",serra,Desconhecido
Dr. Anthony Barbosa,749.***.***-20,20,21.0,"distrito de fogaça, 13",pompéia,Desconhecido
Alexandre Jesus,269.***.***-34,69,70.0,"aeroporto de fogaça, 74",vila santa monica 2ª seção,Desconhecido
Marcos Vinicius Campos,421.***.***-22,45,47.0,"trecho de barbosa, 7",são josé,Desconhecido
João Miguel Moura,371.***.***-05,129,,"praça de costela, 38",renascença,Desconhecido
Ana Júlia Cardoso,096.***.***-00,106,,"praia da mata, 88",vila piratininga venda nova,Desconhecido
Stella Rodrigues,870.***.***-92,126,,"loteamento maria alice costela, 63",santa maria,Desconhecido
Rebeca Da Rosa,640.***.***-22,11,12.0,trecho da mata,barroca,Desconhecido
Henrique Monteiro,378.***.***-73,6,7.0,"largo theo silva, 91",nossa senhora da conceição,Desconhecido
Ana Beatriz Teixeira,243.***.***-17,108,,"viaduto ferreira, 22",goiania,Desconhecido
Luigi Da Rosa,316.***.***-87,5,6.0,"pátio de rocha, 4",cinquentenário,Desconhecido
Melissa Dias,170.***.***-05,10,10.0,"quadra isabel castro, 40",biquinhas,Desconhecido
Beatriz Nunes,483.***.***-44,129,,"praça das neves, 274",são jorge 3ª seção,Desconhecido
Raquel Campos,213.***.***-13,124,,"estação ana lívia farias, 3",vila santa rosa,Desconhecido
Alícia Nascimento,578.***.***-59,111,,"aeroporto alícia vieira, 84",comiteco,Desconhecido
Maria Julia Vieira,495.***.***-67,119,,"vale oliveira, 15",gameleira,Desconhecido
Igor Ramos,695.***.***-77,6,7.0,"lago de caldeira, 4",beija flor,Desconhecido
Alice Cardoso,123.***.***-09,4,6.0,"viaduto araújo, 76",são bento,Desconhecido
Julia Das Neves,201.***.***-32,122,,"praça maria sophia da cunha, 71",vila batik,Desconhecido
Kamilly Rezende,470.***.***-74,140,,"setor de pires, 39",conjunto jatoba,Desconhecido
Breno Freitas,205.***.***-41,16,17.0,"loteamento de ferreira, 24",nova suíça,Desconhecido
Ana Lívia Da Paz,347.***.***-69,17,19.0,"ladeira gomes, 10",califórnia,Desconhecido
Sr. Daniel Cavalcanti,609.***.***-33,6,7.0,"núcleo de da paz, 894",sion,Desconhecido
Sr. Pedro Cavalcanti,863.***.***-84,1,3.0,recanto de melo,nossa senhora do rosário,Desconhecido
João Melo,053.***.***-20,5225,,"via de santos, 172",jardinópolis,Desconhecido
Eloah Viana,694.***.***-22,8890,,"chácara isabella melo, 9",engenho nogueira,Desconhecido
Catarina Vieira,631.***.***-28,6850,,"lagoa moraes, 1",fazendinha,Desconhecido
Dra. Emanuelly Da Luz,549.***.***-20,-398,,"trevo peixoto, 13",jardim alvorada,Desconhecido
Júlia Araújo,324.***.***-14,4068,,"passarela de alves, 45",conjunto celso machado,Desconhecido
Enrico Aragão,496.***.***-34,2841,,trevo de porto,jardim leblon,Desconhecido
Sr. Bruno Pires,428.***.***-49,-283,,"quadra pinto, 896",nova gameleira,Desconhecido
Daniela Freitas,786.***.***-28,-620,,"aeroporto de pires, 59",nossa senhora da conceição,Desconhecido
Samuel Caldeira,801.***.***-86,3324,,campo monteiro,cabana do pai tomás,Desconhecido
Nome invalido,930.***.***-38,38,40.0,"colônia da rocha, 31",jardim américa,Desconhecido
Nome invalido,146.***.***-00,93,94.0,"estrada nogueira, 21",atila de paiva,Desconhecido
Renan Da Luz,294.***.***-23,74,75.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Caroline Costa,401.***.***-88,21,22.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Giovanna Farias,241.***.***-35,40,42.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Maitê Araújo,496.***.***-55,52,54.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Lavínia Da Mota,039.***.***-00,21,21.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Igor Cardoso,345.***.***-05,49,49.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Maria Julia Campos,018.***.***-13,98,100.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Marcos Vinicius Das Neves,617.***.***-02,86,86.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Isabel Barbosa,986.***.***-02,26,28.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Ryan Gomes,861.***.***-60,57,59.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Breno Duarte,463.***.***-98,66,68.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Eloah Peixoto,064.***.***-16,79,80.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Luiza Sales,726.***.***-80,55,57.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Dr. Alexandre Sales,427.***.***-40,87,89.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Alícia Campos,162.***.***-94,49,50.0,rua não cadastrada,bairro não cadastrado,Desconhecido
Luigi Porto,826.***.***-83,43,45.0,"parque de santos, 88",são joão,Desconhecido
